review,rating,date,bank,source,sentiment_label,sentiment_score,theme
easy,5,2025-10-14,Dashen Bank,Google Play,positive,0.4404,User Experience
lmo,5,2025-10-13,Dashen Bank,Google Play,neutral,0.0,General Feedback
meseret birara,5,2025-10-12,Dashen Bank,Google Play,neutral,0.0,General Feedback
it doesn't let me open my account,1,2025-10-12,Dashen Bank,Google Play,neutral,0.0,General Feedback
it is the best,5,2025-10-11,Dashen Bank,Google Play,positive,0.6369,General Feedback
nice and best,5,2025-10-10,Dashen Bank,Google Play,positive,0.7906,User Experience
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen Bank,Google Play,negative,-0.4005,General Feedback
hayelu Beranu Bashre,5,2025-10-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen Bank,Google Play,positive,0.8313,Account Access
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen Bank,Google Play,positive,0.6369,General Feedback
tadesa melka tulluu,1,2025-10-04,Dashen Bank,Google Play,neutral,0.0,General Feedback
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen Bank,Google Play,negative,-0.2924,General Feedback
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen Bank,Google Play,positive,0.2023,Transaction Issues
withdraw,1,2025-10-02,Dashen Bank,Google Play,neutral,0.0,General Feedback
It takes gazillion years to open 😶,3,2025-10-02,Dashen Bank,Google Play,neutral,0.0,General Feedback
this app is outstanding,5,2025-10-01,Dashen Bank,Google Play,positive,0.6124,General Feedback
totally bad,1,2025-10-01,Dashen Bank,Google Play,negative,-0.5849,General Feedback
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen Bank,Google Play,positive,0.2492,Transaction Issues
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen Bank,Google Play,neutral,0.0,General Feedback
it fast service,5,2025-09-29,Dashen Bank,Google Play,neutral,0.0,General Feedback
"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Dashen Bank,Google Play,positive,0.6369,User Experience
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen Bank,Google Play,negative,-0.7788,Transaction Issues
I love it 👍,5,2025-09-28,Dashen Bank,Google Play,positive,0.6369,User Experience
gooe,5,2025-09-28,Dashen Bank,Google Play,neutral,0.0,General Feedback
Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen Bank,Google Play,positive,0.8442,General Feedback
App That makes cashless society in our century and Easy to use.,5,2025-09-27,Dashen Bank,Google Play,positive,0.4404,User Experience
tadass,1,2025-09-27,Dashen Bank,Google Play,neutral,0.0,General Feedback
ሙሃጂራ,1,2025-09-27,Dashen Bank,Google Play,neutral,0.0,General Feedback
It is an amazing app and all in one,5,2025-09-27,Dashen Bank,Google Play,positive,0.5859,General Feedback
i dont like it,1,2025-09-27,Dashen Bank,Google Play,negative,-0.2755,General Feedback
Dashen is the Future,5,2025-09-27,Dashen Bank,Google Play,neutral,0.0,General Feedback
the best version in 🇪🇹,5,2025-09-27,Dashen Bank,Google Play,positive,0.6369,General Feedback
"its amazing app, visually stunning",5,2025-09-26,Dashen Bank,Google Play,positive,0.7506,General Feedback
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen Bank,Google Play,negative,-0.4767,Feature Request
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen Bank,Google Play,positive,0.6369,General Feedback
I love the new user interface,5,2025-09-26,Dashen Bank,Google Play,positive,0.6369,User Experience
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen Bank,Google Play,positive,0.5562,General Feedback
👌👌,5,2025-09-26,Dashen Bank,Google Play,positive,0.9055,General Feedback
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen Bank,Google Play,positive,0.5499,Feature Request
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen Bank,Google Play,positive,0.7964,General Feedback
it can't do without data or wifi,1,2025-09-26,Dashen Bank,Google Play,neutral,0.0,General Feedback
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen Bank,Google Play,positive,0.8923,User Experience
So nice !,5,2025-09-26,Dashen Bank,Google Play,positive,0.5244,User Experience
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen Bank,Google Play,negative,-0.4019,Feature Request
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen Bank,Google Play,positive,0.9576,User Experience
excellent UI improvement 💯💯,5,2025-09-24,Dashen Bank,Google Play,positive,0.7717,General Feedback
one of the best app in Ethiopia .,5,2025-09-24,Dashen Bank,Google Play,positive,0.6369,General Feedback
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen Bank,Google Play,negative,-0.6249,Feature Request
safe and secure,3,2025-09-18,Dashen Bank,Google Play,positive,0.6486,General Feedback
በጣም ምቹ ነው,4,2025-09-15,Dashen Bank,Google Play,neutral,0.0,General Feedback
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen Bank,Google Play,positive,0.6124,Feature Request
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen Bank,Google Play,negative,-0.395,General Feedback
ዳሺባክ,5,2025-09-11,Dashen Bank,Google Play,neutral,0.0,General Feedback
total,5,2025-09-11,Dashen Bank,Google Play,neutral,0.0,General Feedback
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen Bank,Google Play,neutral,0.0,General Feedback
not werke,2,2025-09-08,Dashen Bank,Google Play,neutral,0.0,General Feedback
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen Bank,Google Play,negative,-0.6249,App Performance
simple and easy to use,5,2025-09-08,Dashen Bank,Google Play,positive,0.4404,User Experience
meke,4,2025-09-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen Bank,Google Play,negative,-0.7713,Transaction Issues
bad specialy at weekends,1,2025-09-07,Dashen Bank,Google Play,negative,-0.5423,General Feedback
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen Bank,Google Play,positive,0.7522,Transaction Issues
It is good apps but it needs strong network,5,2025-09-06,Dashen Bank,Google Play,positive,0.7506,User Experience
very slow,3,2025-09-06,Dashen Bank,Google Play,neutral,0.0,App Performance
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen Bank,Google Play,negative,-0.1695,General Feedback
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen Bank,Google Play,positive,0.9245,Account Access
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen Bank,Google Play,neutral,-0.0027,Transaction Issues
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen Bank,Google Play,negative,-0.3066,Transaction Issues
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen Bank,Google Play,negative,-0.6444,Feature Request
dashin bank,5,2025-08-30,Dashen Bank,Google Play,neutral,0.0,General Feedback
muhaammad bakko,5,2025-08-30,Dashen Bank,Google Play,neutral,0.0,General Feedback
goog,5,2025-08-29,Dashen Bank,Google Play,neutral,0.0,General Feedback
un functional app,1,2025-08-29,Dashen Bank,Google Play,neutral,0.0,General Feedback
trnes far,5,2025-08-27,Dashen Bank,Google Play,neutral,0.0,General Feedback
shimalis,4,2025-08-25,Dashen Bank,Google Play,neutral,0.0,General Feedback
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen Bank,Google Play,neutral,0.0,General Feedback
excellent mobile banking digital,5,2025-08-24,Dashen Bank,Google Play,positive,0.5719,General Feedback
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen Bank,Google Play,positive,0.8955,General Feedback
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen Bank,Google Play,positive,0.1531,Feature Request
seche,1,2025-08-22,Dashen Bank,Google Play,neutral,0.0,General Feedback
very fast bank,5,2025-08-22,Dashen Bank,Google Play,neutral,0.0,General Feedback
good and well,5,2025-08-22,Dashen Bank,Google Play,positive,0.6124,User Experience
what a bank it is,5,2025-08-22,Dashen Bank,Google Play,neutral,0.0,General Feedback
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen Bank,Google Play,positive,0.8591,General Feedback
nic,5,2025-08-20,Dashen Bank,Google Play,neutral,0.0,General Feedback
easy to use and the best one,5,2025-08-17,Dashen Bank,Google Play,positive,0.7964,User Experience
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen Bank,Google Play,negative,-0.1627,General Feedback
very good app,5,2025-08-16,Dashen Bank,Google Play,positive,0.4927,User Experience
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen Bank,Google Play,negative,-0.6249,General Feedback
አሪፍ,5,2025-08-15,Dashen Bank,Google Play,neutral,0.0,General Feedback
best but USSD is necessary,5,2025-08-15,Dashen Bank,Google Play,positive,0.3818,General Feedback
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen Bank,Google Play,neutral,0.0,General Feedback
still it's essay for user,4,2025-08-15,Dashen Bank,Google Play,neutral,0.0,General Feedback
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen Bank,Google Play,positive,0.4019,User Experience
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen Bank,Google Play,positive,0.8735,User Experience
certains functions ne marchent pas,3,2026-05-13,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
toh Masha Allah,5,2026-04-23,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
please update your app since this last one I can't see my loans in the app and cannot do simulation,3,2026-04-13,Bank of Abyssinia,Google Play,positive,0.3182,Feature Request
the App is very very cool and understandable,5,2026-04-02,Bank of Abyssinia,Google Play,positive,0.4351,General Feedback
help full,5,2026-02-21,Bank of Abyssinia,Google Play,positive,0.4019,General Feedback
"I have a problem signing this app now. It said that I have reached the number of devices that use my boa account... Or I""m using many phone because sometimes I buy phone and then sell it after. So please could you solve it, I need to use my boa app on my new phone.",1,2026-02-17,Bank of Abyssinia,Google Play,positive,0.4198,Feature Request
very good App,5,2025-12-06,Bank of Abyssinia,Google Play,positive,0.4927,User Experience
veuillez aussi ajouter des avantages comme acheter unités ou un service de transfert d'argent secondaire comme la rawbank l'a déjà fait avec illico,3,2025-12-01,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
Bonsoir BOA je suis Mouhamadou KASSIM. J'ai un compte à vie banque et j'aimerais qu'il soit relié à mon numéro momo pour que je puisse envoyer de l'argent de mon compte momo à mon compte bancaire. Mais je ne suis pas actuellement au Bénin . Comment vais-je faire,3,2025-11-25,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
so good with online services,5,2025-11-22,Bank of Abyssinia,Google Play,positive,0.4927,User Experience
International transfer is difficult to access,3,2025-11-05,Bank of Abyssinia,Google Play,negative,-0.3612,Transaction Issues
Bon,5,2025-10-30,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Hello. je pense que vous devriez faire une mise à jour de l'appli. il ya des nouvelles versions d'Android avec laquelle l'appli ne marche plus. elle tourne et ne s'ouvre pas. Merci,3,2025-10-28,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
It doesn't bring back the message after sending money,3,2025-10-21,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
good appli,5,2025-10-13,Bank of Abyssinia,Google Play,positive,0.4404,User Experience
Genial,5,2025-10-09,Bank of Abyssinia,Google Play,positive,0.4215,General Feedback
"Issue fixed: updating the review from 2 to 4. There is a mismatch between account numbers displayed all over the app (they are incorrect, they are in fact old account numbers which were changed by the bank a while ago) and the account numbers in the RIB (Bank Details) under the ACCOUNTS SECTION (correct ones per the bank). I can't transfer straight between my accounts. I had twice to create beneficiaries with the correct account numbers. It is very unpleasant, bothersome. Please fix it.",4,2025-08-24,Bank of Abyssinia,Google Play,neutral,-0.0448,Transaction Issues
Thank you for maintaining such exceptional service standards,5,2025-08-19,Bank of Abyssinia,Google Play,positive,0.3612,General Feedback
Why can't we use Authenticator to get the codes for anything? Phone numbers are useless if you are out of the country since you can't get any codes. I will come back and change this review once you make that change.,1,2025-05-19,Bank of Abyssinia,Google Play,negative,-0.4215,General Feedback
HS parfois,3,2025-05-16,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
awesome,5,2025-05-01,Bank of Abyssinia,Google Play,positive,0.6249,General Feedback
"Since March 2018 Up To Now, I am So Happy To Deal With It And Feeling Proud Be One Of His Client Because It The Best Trusted And Cooperative Bank in the World Ever.",5,2025-04-22,Bank of Abyssinia,Google Play,positive,0.9489,General Feedback
"je si possible lier le compte avec mon numéro. et à chaque mouvement, je puisse recevoir de messages. activez également la transaction flooz money et Mix by Yas",5,2025-04-20,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
"l'application est très pratique, je l'utilise au quotidien.",5,2025-04-15,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
superb,5,2025-03-12,Bank of Abyssinia,Google Play,positive,0.6249,General Feedback
would be better if it was possible to handle money between this account and Mixx/Flooz,4,2025-03-05,Bank of Abyssinia,Google Play,positive,0.4404,General Feedback
facile et Rapide,3,2025-02-28,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Am rating but it again needs a person to go upto their banks,5,2025-02-16,Bank of Abyssinia,Google Play,neutral,0.0,Feature Request
formidable,5,2025-01-28,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
❤️,5,2025-01-11,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Evry good,5,2024-12-31,Bank of Abyssinia,Google Play,positive,0.4404,User Experience
Les opérations de virement dans l'application ne sont pas validées. Le statut reste initié sans aboutir au virement sans raison,3,2024-12-27,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Very successful App love 😘 BOA,5,2024-12-14,Bank of Abyssinia,Google Play,positive,0.9073,User Experience
S®M®M PROPERTIE✓MANAGEMENT REAL ESTATE COMPANY 99%,5,2024-12-06,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
It's very helpful and easy to use wherever you are,5,2024-10-15,Bank of Abyssinia,Google Play,positive,0.7397,User Experience
Superbe App,5,2024-10-06,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Moins utiles.,2,2024-09-28,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
I'm satisfied,5,2024-09-25,Bank of Abyssinia,Google Play,positive,0.4215,General Feedback
Trop de dysfonctionnement,2,2024-09-21,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
L'option de transfert vers les mobile money n'est plus disponible? L'appli était vraiment complète,4,2024-09-17,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
"Love the app but hate how the balance and transactions are not updated in real-time but rather days after. For example when I make online transactions, the balance changes but taxes and additional fees are charged days after the transaction. I find that very inconvenient. I think that the UI could use a little overhaul too.",3,2024-09-04,Bank of Abyssinia,Google Play,negative,-0.8477,Transaction Issues
Zomahoun akim,5,2024-08-15,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
BOA is very reliable as a Bank. This app is so easy to handle for everyday life.,5,2024-08-07,Bank of Abyssinia,Google Play,positive,0.5777,User Experience
apps bugs every time,1,2024-07-25,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
Perfect,5,2024-06-23,Bank of Abyssinia,Google Play,positive,0.5719,General Feedback
On ne peut plus se reconnecter à l'application dès qu'on quitte,2,2024-06-04,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"Félicitations pour cette superbe app, très utile et facile à utiliser. Mais l'affiche du RIB n'est vraiment pas bonne. Les différents champs se chevauchent, on ne peut pas lire clairement certains champs et on ne peut pas l'enregistrer sous forme pdf. Contrairement à la version web qui elle est bien faite, disposée, lisible. Veuillez revoir le RIB sur la version mobile svp.",3,2024-05-09,Bank of Abyssinia,Google Play,positive,0.6808,General Feedback
"Rapide et très efficace pour la gérance de compte, virement ou vérification de solde. Satisfaite du service.",5,2024-05-08,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"Lorsque quelqu'un me fait un virement, je ne reçois pas d'historique et de notification disant que tel personne m'a envoyer un virement. C'est assez problématique",2,2024-04-24,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Jusqu'ici ça me va,4,2024-03-17,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
excellente,5,2024-03-05,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
it took me 2 days to finally complete the transaction,1,2024-02-29,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
je n'arrive pas à faire transfert de mon compte vers mon mobile money,4,2024-01-26,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
"Depuis un certain temps, il est quasi impossible d'ouvrir l'application.",1,2024-01-03,Bank of Abyssinia,Google Play,positive,0.2732,General Feedback
Very operational and helpful,4,2024-01-02,Bank of Abyssinia,Google Play,positive,0.4703,General Feedback
Je ne peux pas m'inscrire sur l'appli mobile car le code de validation par sms n'arrive jamais ce qui conduit au blocage de mon compte. Un problème au niveau d'un des backend API ou autre ? Mais veuillez corriger le problème au plus vite car c'est boquant au point de vouloir changer de banque! Les eventuels bugs qui pourrait surgir lors de l'utilisation de l'appli me sont encore inconnus...,1,2023-12-27,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
innovant,4,2023-12-15,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
does not post the transaction on the spot,1,2023-11-18,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
"The App does not show your balance after each operation and only displays information from the past 6 months. You cannot go back and see your transaction in the past year or years. Sometimes, this App still has some failures. I experienced this 3 times over the past 6 months.",2,2023-11-12,Bank of Abyssinia,Google Play,negative,-0.4588,Transaction Issues
my bank,5,2023-10-03,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
very Useful. i do really enjoy its simplicity!!! 👍👍👍,5,2023-09-29,Bank of Abyssinia,Google Play,positive,0.8206,General Feedback
Très bonne application. vraiment satisfait,5,2023-09-11,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
How do i sign in,3,2023-09-05,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
02 02/08/2023 Pretscolaire,1,2023-08-15,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
assez-bien,3,2023-07-31,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
simple et directif,5,2023-07-27,Bank of Abyssinia,Google Play,neutral,0.0,User Experience
"Terrible app. So difficult to register and login, account was blocked for some reason, zero customer support, no one knows how to fix the problem. Before you decide to make your life extremely difficult, just go to another bank.",1,2023-07-13,Bank of Abyssinia,Google Play,negative,-0.8998,Account Access
beaucoup de bug. très insatisfaite,2,2023-06-08,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
Not working in my country BURUNDI,2,2023-06-05,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"L'application pourrait être très pratique mais encore parsemée de bugs et d'erreur, même se connecter est un calvaire.",2,2023-05-26,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
"Virements compte à compte ne passent pas sur l'app mobile, seulement sur boa web",3,2023-05-17,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"Jusque là, RAS. Très simple à utiliser.",5,2023-05-15,Bank of Abyssinia,Google Play,neutral,0.0,User Experience
Not goodas I like it,2,2023-05-15,Bank of Abyssinia,Google Play,negative,-0.2755,User Experience
Cette nouvelle version est fantastique. Rien à avoir avec l'autre !!!,5,2023-05-15,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
good. reste à mettre en place dlla visualisation des prêts et différents produits souscrits.,5,2023-05-12,Bank of Abyssinia,Google Play,positive,0.4404,User Experience
"Just amazing, full of trust.",5,2023-05-08,Bank of Abyssinia,Google Play,positive,0.7964,General Feedback
The app is perfectly working. I rate the App. 5stars.,5,2023-05-08,Bank of Abyssinia,Google Play,positive,0.6369,General Feedback
"Banque à distance, mais défilés en agence. Pourtant vous ne couvrez pas tout le territoire ivoirien. Alors c'est foutu si je me trouve hors d'Abidjan ou des grandes villes... Alors je donne quatre étoiles pour les coûts bas, mais rien pour la mobilité!!!",4,2023-04-28,Bank of Abyssinia,Google Play,negative,-0.3348,General Feedback
Je donne 3 étoiles... Je ne peux voir les mouvements sur mon compte a part les retraits effectués au GAB. Je crois qu'on devait retracer tout ce qui est comme mouvement sur le compte dans l'application !,3,2023-04-15,Bank of Abyssinia,Google Play,negative,-0.2003,General Feedback
Please 🙏 work on my internet because I can't withdraw or bank.,5,2023-04-04,Bank of Abyssinia,Google Play,positive,0.3182,Feature Request
J'ai expérimenté au pays et même à l'étranger. C'est vraiment efficace.,3,2023-04-03,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"Je souhaiterai que vous y ajoutez les transactions via les réseaux mobiles comme Mobile Money, Moov Money ou encore Celtiis cash, histoire de faciliter davantage la vie aux utilisateurs",4,2023-04-03,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
So cool..keep it up,5,2023-03-30,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
very nice and very much practicing.BOA application is very welcome for my banking operations.Nice!,5,2023-03-28,Bank of Abyssinia,Google Play,positive,0.7703,User Experience
Really luck to join this apk,4,2023-02-28,Bank of Abyssinia,Google Play,positive,0.6962,General Feedback
Very useful,5,2023-02-28,Bank of Abyssinia,Google Play,positive,0.4927,General Feedback
je n'arrive pas à faire de transaction de mon compte épargne à mon compte courant . si non à part ça rien à signaler,4,2023-02-18,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
It make the banking easier.,5,2023-02-15,Bank of Abyssinia,Google Play,positive,0.4215,General Feedback
Satisfait,5,2023-02-02,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Vraiment suis déçu par cette application toujours la même chose quand j'essaie d'accéder a l'application on me dit que l'utilisateur est introuvable et quand je décide de vous contacter par mail en vain pas de feedback vraiment désolant 😔😔😔😔,1,2023-01-19,Bank of Abyssinia,Google Play,negative,-0.1531,General Feedback
vraiment Cool,4,2023-01-12,Bank of Abyssinia,Google Play,positive,0.3182,General Feedback
Très bonne application. Prière par contre revoir la demande de chéquier via l'application. Depuis plus de 6 mois maintenant ma requête est toujours en cours de traitement alors que mon gestionnaire me dit n'avoir reçu aucune notification.,4,2023-01-11,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
un grand bugg sur l'application aujourdhui avec plusieurs debits automatiques suite à la requete d'une seule transaction transfer cash. Ceci necessite des tests approfondis.,1,2023-01-11,Bank of Abyssinia,Google Play,positive,0.4588,Transaction Issues
Bonne application mais des fois tarde à mettre à jour les transactions. il devrait y avoir une option pour relevé dans l'application,4,2023-01-10,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
very useful service!,5,2023-01-06,Bank of Abyssinia,Google Play,positive,0.54,General Feedback
très fiable,4,2023-01-05,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
les transactions au bout des doigts. Facile à utiliser et marche sans aucun problème jusqu'à présent,5,2023-01-03,Bank of Abyssinia,Google Play,neutral,0.0,Transaction Issues
good apk,4,2023-01-02,Bank of Abyssinia,Google Play,positive,0.4404,User Experience
L'ancienne version est mieux que celle-là. Je n'arrive même pas à mes connectés. Shame! Est honteux une banque comme Boa. Le service devient de plus en plus médiocre. Améliorez vos services sinon vos risquez de perdre des clients de haut niveau. Merci,1,2023-01-01,Bank of Abyssinia,Google Play,negative,-0.5255,General Feedback
plus performant que celle d'avant,4,2022-12-28,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"Useless. You don't even deserve 1 star. Shame on you. Since the first day, it has never worked. I am tired of your false promises. Switching to another bank.",1,2022-12-15,Bank of Abyssinia,Google Play,negative,-0.7351,General Feedback
"Shameful app! Can't even login because the input bounces all over the place. I'm an app developer my self, from one developer to another: this is not acceptable!",1,2022-12-01,Bank of Abyssinia,Google Play,negative,-0.6952,Account Access
Simple que l'empreinte ne marche plus avec cette nouvelle version. Et je me suis déconecté par hasard et mon identifiant n'est plus revenu,3,2022-11-19,Bank of Abyssinia,Google Play,neutral,0.0,User Experience
Misy olona miantso ahy amin'ny finday hoe mila ovana an'ity ilay myboa efa ampiasaiko ato. Mitovy ihany ve ireo sa samy hafa. Misaotra izay afaka mamaly,4,2022-11-09,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Bug de l'application. Temps de réception du code d'activation très long (reçu le code après 20 minutes). Impossible de rentrer mon numéro de téléphone (j'ai dû le faire depuis le site).,2,2022-11-08,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
I lost my old phone number so now i have issue to get in my account . It isn't another option to use . But i used my phone and my email to create the account,2,2022-11-05,Bank of Abyssinia,Google Play,positive,0.2846,General Feedback
Have an issue with my rooted phone. Is there a bypass solution for rooted phone users. The Magisk app doesn't help anymore like this was with the former app. Thanks,1,2022-10-18,Bank of Abyssinia,Google Play,positive,0.21,General Feedback
Crash crash and crash very bad app,1,2022-09-27,Bank of Abyssinia,Google Play,negative,-0.8977,App Performance
Geniale,4,2022-09-27,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Lot of bugs.,1,2022-09-15,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
Am trying it,1,2022-09-03,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
"User-friendly interface, everything is much easier to find. And it's faster than the previous, really appreciate, great job.",5,2022-09-02,Bank of Abyssinia,Google Play,positive,0.8799,User Experience
Alaye,1,2022-08-31,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
It is nice,5,2022-08-31,Bank of Abyssinia,Google Play,positive,0.4215,User Experience
